Name,Image URL,Prefecture,Areas,Types,Seasons,Ingredients,Servings,Quantities,Recipes,Detail URL,Ingredients list
黒豆おこわ／みたま（くろまめおこわ／みたま）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/toyama_11_1.jpg,富山県,"['北陸', '中部']",['飯料理'],['通年'],もち米、黒豆,3人分,"[['【黒豆用】黒豆', '75g'], ['【黒豆用】砂糖', '30g'], ['【黒豆用】還元鉄', '1g'], ['【黒豆用】重層', '1g'], ['【黒豆用】水', '300cc'], ['【黒豆用】食塩', '1g'], ['【蒸す用】もち米', '300g'], ['【蒸す用】水', '300cc'], ['【蒸す用】食塩', '9g']]","['黒豆を水で洗ってたっぷりの水に一晩漬けて置く。水に浮いている豆は取り除く。', '1に水、食塩、還元鉄（家庭では錆釘をガーゼで包む）を入れ、火をかけ灰汁を取り、湧いたら火を弱火にし、落し蓋をして柔らかくなるまで煮る。', '2を鍋肌から水を注ぎ粗熱を取る。黒豆を水でゆすぎながらやさしくザルにあける。（急激に冷ますと黒豆にしわができます）', '3を鍋に入れ水、砂糖を入れ弱火で10分煮て粗熱が取れるまで置いておく。（一晩置くとより味が染み込みます）', 'もち米を洗い、水に2時間漬けて置く。ざるにあけて水気をよく切る。', '水、食塩で塩水を作り、5のもち米を20分漬ける。', '6の水気を切り、もち米を蒸し布に入れ、中心を少し窪ますように包み、蒸し器で強火で15分蒸す。', '7を蒸し器から出し、もち米に水50ccで打ち水をして5分置く。', '黒豆を軽く洗い水気を切り、6と混ぜ合わせ5分蒸す。（米が固かったら追加で蒸して下さい）', 'お茶碗に盛り付けてお召し上がりください。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/37_11_toyama.html,"['もち米', '黒豆']"
笹寿司（ささずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/niigata_6_1.jpg,新潟県,"['北陸', '中部', '甲信越']",['飯料理'],['春'],米、干しぜんまい、姫タケの芽、サケ、野沢菜、蕗（ふき）味噌、卵、しょうがの甘酢漬け,4人分,"[['米', '3合'], ['サケの切り身', '60g'], ['卵', '2個'], ['干しぜんまい', '15g'], ['野沢菜漬け', '80g'], ['しょうがの酢漬け', '適宜'], ['笹', '20～24枚'], ['姫たけのこの芽', '8本（7cm位、市販も可）'], ['ふきみそ', '60g（つくりおきまたは市販）'], ['【調味料A】砂糖', '大さじ1'], ['【調味料A】塩', '小さじ1'], ['【調味料A】酢', '大さじ4'], ['【調味料B】砂糖', '適量'], ['【調味料B】塩', '適量'], ['【調味料B】酢', '適量'], ['【調味料C】砂糖', '適量'], ['【調味料C】塩', '適量'], ['【調味料C】みりん', '適量'], ['【調味料C】醤油', '適量']]","['米は少し硬めに炊き、調味料Aの合わせ酢を混ぜてすし飯をつくる。', '干しぜんまいは水に一晩浸けてもどし、醤油、砂糖、塩で好みの味に煮る。', '姫たけのこは柔らかい部分のみを醤油、砂糖、みりんなどで味をつける。', 'サケは蒸して皮と骨をとり、調味料Bの甘酢に浸ける。', '野沢菜はあらかじめ塩出しをし、細かく切り、油で炒めて好みの味で煮る。', '卵はよくとき、砂糖と塩を混ぜて薄焼きにし、千切りにする。', '笹は湯を通し、水気を切っておく。', '笹にすし飯30g位を小判型に広げ、その上にそれぞれの具をのせて軽く押し、皿に並べる。好みでしょうがの酢漬けを添えて食べる。\n※ほかにしいたけやしそ漬けなどお好みの具でお楽しみください。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/sasa_zushi_niigata.html,"['米', 'ぜんまい', '姫タケの芽', 'サケ', '野沢菜', '蕗（ふき）味噌', '卵', 'しょうがの甘酢漬け']"
かしわめし,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/fukuoka_6_1.jpg,福岡県,['九州'],['飯料理'],['通年'],米、鶏肉、ごぼう、人参,4人分,"[['米', '1.7合'], ['鶏もも肉', '120g'], ['ごぼう', '60g'], ['人参', '60g'], ['干ししいたけ', '小4枚'], ['干ししいたけのもどし汁', '大さじ4'], ['ごま油', '小さじ1'], ['【調味料A】酒', '小さじ4'], ['【調味料A】砂糖', '小さじ4'], ['【調味料A】みりん', '小さじ4'], ['【調味料A】醤油', '小さじ4'], ['万能ねぎ', '12g']]","['米をとぎ、米と同量の水を加えて30分程おき、普通に炊く。', '鶏肉は小さめのそぎ切りにし、ごぼうはささがきか細切りにし、人参は皮をむき細切りにする。\n干ししいたけは、もどし汁の倍量程の水に浸してもどし、水気をしぼり、石づきを除き、細切りにする。もどし汁はとっておく。', 'フライパンを中火で熱し、ごま油を入れて、鶏肉を炒める。', '鶏肉に火が通ってきたら、ごぼう、人参、干ししいたけ、を加えて炒める。', '調味料Aと干ししいたけのもどし汁を加えて弱火で煮詰める。', 'ごはんが炊けたら、5を加え混ぜて、万能ねぎをのせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/kashiwa_meshi_fukuoka.html,"['米', '鶏肉', 'ゴボウ', '人参']"
親子丼（おやこどん）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/tokyo_12_1.jpg,東京都,"['関東', '南関東']",['飯料理'],['通年'],鶏もも肉、卵、玉ねぎ、醤油、みりん、昆布,2人分,"[['鶏もも肉（一口大のそぎ切り）', '150g'], ['醤油', '小さじ1/2'], ['酒', '小さじ1/2'], ['玉ねぎ（縦半分に切ってから薄切り）', '1/2個（100g）'], ['卵（軽くほぐすように溶く）', '2個'], ['三つ葉（2cmに切る）', '4～5本'], ['だし', '100ml'], ['ご飯', '2人分'], ['【合わせ調味料】醤油', '大さじ1'], ['【合わせ調味料】砂糖', '大さじ1/2'], ['【合わせ調味料】みりん', '大さじ1/2']]","['鶏肉に醤油と酒をまぶして下味をつける。', '鍋にだしと合わせ調味料を入れて中火にかけ、煮立ってきたら玉ねぎと鶏肉を入れる。', '蓋をして鶏肉に火が通るまで2～3分煮て、卵を鍋の中心から外側へ円を描くように回し入れる。', '卵の周囲が固まりかけてきたら、火を止め、三つ葉を散らして再び蓋をし、30秒蒸らす。', '丼にご飯をよそい、4をのせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/34_12_tokyo.html,"['鶏もも肉', '卵', '玉ねぎ', '醤油', 'みりん', '昆布']"
大山おこわ（だいせんおこわ）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/tottori_4_1.jpg,鳥取県,['中国'],['飯料理'],['通年'],もち米、のやきちくわ、鶏肉、人参、ごぼう、干ししいたけ,10人分,"[['もち米', '1kg'], ['焼きちくわ', '100g'], ['鶏肉', '300g'], ['たけのこ', '150g'], ['人参', '150g'], ['干ししいたけ', '大6枚'], ['こんにゃく', '200g'], ['ごぼう', '100g'], ['さやいんげん', '100g'], ['【調味料A（煮汁）】砂糖', '60g'], ['【調味料A（煮汁）】醤油', '80g'], ['【調味料A（煮汁）】酒', '100g'], ['【調味料A（煮汁）】だし汁（干ししいたけのもどし汁）', '1000ml']]","['もち米は洗って一晩水に浸けた後、ざるにあげる。', 'ごぼうはささがきにして水にはなし、アク抜きをする。', '干ししいたけは水に浸けてもどし千切り、たけのこ、人参、こんにゃくも千切り、鶏肉は細かく切る。焼きちくわは4つ割りにして薄く切る。', 'さやいんげんは色よくゆでて斜め切り。', '調味料Aに2、3を加えて煮、具と汁に分ける。', '5の具ともち米を合わせて、蒸気の上がった蒸し器で20分程度蒸した後、煮汁を2回か3回に分けてまんべんなくうちながら、柔らかくなるまで、全体で40分から50分位蒸す。', '器に盛り、4のいんげんを散らす。', '※栗、むかご、ぎんなんなど、季節のものを使う。落花生、枝豆を入れてもよい。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/daisen_okowa_tottori.html,"['もち米', 'のやきちくわ', '鶏肉', '人参', 'ゴボウ', 'しいたけ']"
豚丼（ぶたどん）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/hokkaido_23_1.jpg,北海道,['北海道'],"['飯料理', '肉料理']",['通年'],豚肉、米、ねぎ,1人分,"[['豚肉（ロース）', '150g'], ['長ねぎ', '1／4本'], ['【十勝豚丼のタレ】 醤油', '大さじ2'], ['【十勝豚丼のタレ】 砂糖', '大さじ1'], ['【十勝豚丼のタレ】 みりん', '大さじ1／2'], ['米（炊きあがったもの）', '200g']]","['長ねぎを適当な長さに切り、表面に切り込みを入れたら、中の芯をとる。表面を開いて繊維に沿って千切りにし、トッピング用の白髪ねぎをつくる。', '豚肉は肉が丸まらないように、4～5ヶ所ほど筋切りをする。', 'フライパンに油を入れて熱し、肉を並べて焼く。脂身の周りが透明になってきたらひっくり返す。ひっくり返して8割ほど焼けたら、一度フライパンから取り出す。', '肉を取り出したフライパンに分量のタレを入れ、少し煮詰める。', '少しとろみが出てきたら、肉を再度フライパンに戻し、ひっくり返しながらタレを絡めていく。', '肉にしっかり火が通って、照りが出てきたら取り出し、ごはんの上にのせる。フライパンに残った汁を回しかける。最後に白髪ねぎをのせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/butadon_hokkaido.html,"['豚肉', '米', 'ねぎ']"
クファジューシー,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/okinawa_4_1.jpg,沖縄県,['沖縄'],['飯料理'],['秋'],米、豚の三枚肉,4人分,"[['米', '2カップ'], ['豚だし', '2と1／4カップ'], ['塩', '小さじ1～1と1／2'], ['醤油', '大さじ1～2'], ['豚三枚肉', '150g'], ['ニンジン', '30g'], ['干しシイタケ', '2枚'], ['かまぼこ', '30g'], ['ラード', '小さじ2']]","['米は炊く30分前に洗い、ザルに上げて水気を切っておく。', '豚三枚肉は丸ごとゆでて、あられ切り（5ミリ角）にする。', 'ニンジン、戻したシイタケ、かまぼこもあられ切りにする。', '炊く直前に鍋に豚だし、塩、醤油を入れて混ぜ、1、2、3を入れて炊く。', '炊き上がったら、ラードを加えて混ぜ、蒸らす。', 'お好みで、簡単なウサチ（酢の物）を添える。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/47_4_okinawa.html,"['米', '豚の三枚肉']"
いがい飯（いがいめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/tottori_15_1.jpg,鳥取県,['中国'],"['飯料理', '魚料理']","['春', '夏']",米、イガイのむき身,6人分,"[['米', '3カップ'], ['イガイむき身', '100g'], ['【調味料A】醤油', '30ml'], ['【調味料A】みりん', '30ml'], ['【調味料A】酒', '60ml'], ['【調味料A】イガイゆで汁と水', '3カップ']]","['米は洗ってざるにあげる。', 'イガイをゆでる。ゆで汁は布でこす。', '身を出してヒゲを切る。', '炊飯器に米、イガイの身、調味料Aを入れて炊き上げる。', '※ゆでたイガイはごはんが炊き上がる直前に入れる方法もある。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/igai_meshi_tottori.html,"['米', 'イガイのむき身']"
いかめし,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/hokkaido_27_1.jpg,北海道,['北海道'],['飯料理'],['通年'],イカ、もち米、うるち米,4人分,"[['イカ', '4～8杯'], ['もち米', '1カップ'], ['紅しょうが', '少々'], ['だし汁', '適量'], ['酒', '大さじ2'], ['砂糖', '大さじ1'], ['醤油', '大さじ4'], ['塩', '少々'], ['爪楊枝', '4～8本']]","['イカは内臓と足をとって皮をむき、熱湯をかけておく。足は5mmくらいに切って薄味で煮る。', 'もち米は一晩水につけてから水気を切り、イカの足を混ぜてイカの胴に詰め、端を爪楊枝で止める。', '鍋に酒を入れて2を並べ、だし汁をひたひたになるまで注ぎ、30分くらい煮てからみりん、砂糖、醤油、塩を加え、弱火でゆっくりと煮上げる。', '大きいイカの場合は2cmくらいの輪切りにし、小さいイカの場合は切らずに姿のまま器に盛り、紅しょうがの薄切りをそえる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/ikameshi_hokkaido.html,"['イカ', 'もち米', 'うるち米']"
朴葉ずし（ほおばずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/gifu_1_1.jpg,岐阜県,"['東海', '中部']",['飯料理'],['夏'],米、朴葉、酢,12個分,"[['炊いた米', '3合'], ['【A】酢', '30cc'], ['【A】砂糖', '60g'], ['【A】塩', '小さじ1'], ['人参', '20g'], ['【B】だし汁', '50cc'], ['【B】砂糖', '小さじ1'], ['【B】白醤油', '小さじ1'], ['ごぼう', '30g'], ['【C】だし汁', '150cc'], ['【C】砂糖', '小さじ2'], ['【C】醤油', '小さじ1'], ['干し椎茸', '4枚'], ['【D】だし汁', '70cc'], ['【D】砂糖', '小さじ1・1/2'], ['【D】濃口醤油', '小さじ1・1/2'], ['れんこん', '30g'], ['【E】だし汁', '50cc'], ['【E】砂糖', '小さじ1'], ['【E】酢', '大さじ1'], ['ざっこ（しらす干し）', '30g'], ['紅ショウガ', '少々'], ['朴葉', '12枚']]","['米は1時間前に洗っておく。', '寿司飯は少し硬めがよいので、水をやや控えめにして炊き上げ蒸らして、熱いうちにすし桶に移す。【A】の調味料を混ぜ合わせ酢を作り、ご飯全体にまわしかける（一部ざっこの分を残しておく）。木杓子をたてに使い、ご飯を切るようにして混ぜる（粘りをださないようにサッと混ぜる。合わせ酢は好みで加減する）。', '人参は3cmの長さに千切りにして【B】の調味料で煮る（煮立ったら弱火で10分程度、煮汁が少し残るぐらい）。ごぼうは3cmの長さの千切りにし、あく抜きと水切りをしたら、だし汁で煮て（煮立ったら弱火で10分程度、煮汁が少し残るぐらい）【C】の調味料で味付けをする。干し椎茸は水で戻して薄切りにし、【D】の調味料で甘辛く味付けをする。れんこんは洗って皮をむき薄く切り、【E】の酢水につけてから水切りをして酢れんこんにする。ざっこは残しておいた合わせ酢に浸しておく（酢を煮詰めるときは冷めてからざっこを浸すとよい。ごぼうがやわらかくなったら人参を入れて一緒に味付けをしてもよい）。', '朴葉は洗ってよくふき、枝側を少し切り落しておく。', '3の具材を酢飯と混ぜ合わせ、冷めないうちに朴葉の上にのせて、紅ショウガも少しのせて、おひつ又はボールに重ねながら入れ、朴葉の香りがつくようにお皿など重しをして落ち着かせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/38_1_gifu.html,"['米', '朴葉', '酢']"
さばの姿ずし（さばのすがたずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/kochi_02_1.jpg,高知県,['四国'],"['飯料理', '魚料理']",['通年'],サバ、各種魚、米、生姜、ごま,2人分,"[['サバ', '1尾'], ['塩', '大さじ4～5'], ['酢', '魚が浸るくらい'], ['米', '150g（1合）'], ['【合わせ酢】酢', '180ml'], ['【合わせ酢】砂糖', '10～20g'], ['【合わせ酢】塩', '3g'], ['【合わせ酢】しょうが', '10g'], ['【合わせ酢】いりごま', '小さじ1']]","['新鮮なサバを背開きにして、骨、内臓、エラをとり除いて洗う。サバに振り塩をする。身には強めに、皮にもパラパラとふり、容器に入れて、半日から1日冷蔵する。', '冷水に30分ぐらい浸し、水気を拭いて、酢にどっぷりと浸して、半日おく。', '【すし飯】(1) 米は普通の水加減で炊く。(2) しょうがは細かいみじん切りにし、調味料と混ぜて合わせ酢をつくっておく。(3) 炊きあがったごはんを大きいボール（飯切り）にとり、すぐ合わせ酢をまんべんなく混ぜ、炒りごまを混ぜ合わせる。風にあて早く冷ます。熱いごはんが冷めるとき酢を吸収し、風を当てると米粒がなめらかになる。', '酢につけたサバの小骨を骨抜きで抜き、薄皮を頭の方からていねいにはぐ。', 'すし飯を詰め、フキンでおさえて、姿をととのえる。', '身の部分を1cmに切り、頭と尾を立てて盛る。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/sabanosugatazushi_kochi.html,"['サバ', '魚', '米', 'ショウガ', 'ごま']"
柿の葉寿司（かきのはずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/wakayama_11_1.jpg,和歌山県,"['近畿', '関西']",['飯料理'],['通年'],柿の葉、米、サバ、しいたけ、エビ,90～100個分,"[['米', '1升'], ['干ししいたけ', '適量'], ['柿の葉', '90～100枚'], ['塩サバ', '適量'], ['干しエビ', '適量'], ['【調味料A】砂糖', '150～170g'], ['【調味料A】酢', '180～200ml'], ['【調味料A】塩', '大さじ1']]","['すし飯を90個から100個位にぎる。', '柿の葉はしぶ柿の葉を使う。', 'サバは薄くそぎ切りにして酢に30分位つける。', 'エビはもどしてから煮付ける。', 'しいたけはもどしてから煮付ける。', '柿の葉ですし飯と具を包み、すし桶に押す。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/kakinoha_zushi_wakayama.html,"['柿の葉', '米', 'サバ', 'しいたけ', 'エビ']"
いなりずし,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/aomori_19_1.jpg,青森県,"['東北', '北東北']",['飯料理'],['通年'],もち米、紅しょうが、いなり揚げ,10個分,"[['もち米', '約2合（300g）'], ['水', '400ml'], ['紅しょうが', '50g'], ['いなり揚げ', '5枚'], ['【調味料A】酢', '大さじ2'], ['【調味料A】砂糖', '40g'], ['【調味料B】水', '1カップ'], ['【調味料B】砂糖', '30g'], ['【調味料B】醤油', '大さじ1と1/2']]","['もち米は洗い、水に一晩浸けておく。', '調味料Aの酢と砂糖を混ぜてとかしておく。', '紅しょうがは荒いみじん切りにしておく。', 'いなり揚げは、箸でおさえ、二つに切って袋状にしてから油ぬきをする。（湯をかける）', '鍋に調味料Bと、4のいなり揚げを入れて、やや強火位の火にかける。焦がさないように汁気がなくなるまで煮て、冷ましておく。', 'もち米は少しやわらかめに炊く。炊きあがったら、用意しておいた調味料Aの合わせ酢、紅しょうがを入れてかき混ぜ、蓋をして少し蒸らす。', '6を10等分し、5のいなり揚げにつめる。（角までしっかりつめる）']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/inari_zushi_aomori.html,"['もち米', '紅しょうが', 'いなり揚げ']"
ほんこさん／報恩講料理（ほうおんこうりょうり）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/fukui_5_1.jpg,福井県,"['北陸', '中部']","['飯料理', '野菜料理']","['秋', '冬']",野菜、穀物など,作り方の記載なし,[],['作り方の記載なし'],https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/honkosan_fukui.html,"['野菜', '穀物']"
鶏めし（とりめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/oita_7_1.jpg,大分県,['九州'],"['飯料理', '肉料理']",['通年'],鶏肉、ごぼう、米,4人分,"[['米', '2合'], ['地鶏', '150g'], ['ごぼう', '120g'], ['醤油', '100cc'], ['酒', '50cc'], ['砂糖', '30g'], ['油', '適宜']]","['こぼうを細かいささがきにして水にさらす。※水を替えないのがコツ。', '鶏肉を小さく切る。', '熱した鍋に鶏脂か油をしき、鶏肉を炒める。', '鶏肉が白くなるまで炒める。', '水にさらしていたごぼうをザルにあげ、流水にさらし、水を切る。', '4の鍋にごぼうを加え、混ぜながら火を通す。', 'ごぼうの色が変わってしんなりしたら、砂糖を加えて混ぜ合わせる。', '7に酒と醤油を加えて汁気がなくなるまで煮詰める。（ごはんに色をつけたい時は汁気を少し残す）', '炊き上がったご飯の上に8を乗せ、15分間蒸らす。', 'よく混ぜ合わせる。', '完成。具材の煮詰め方で、できあがりの色がちがう。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/torimeshi_oita.html,"['鶏肉', 'ゴボウ', '米']"
たけのこご飯（たけのこごはん）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/miyagi_25_1.jpg,宮城県,"['東北', '南東北']",['飯料理'],['春'],たけのこ、米、人参、油揚げ,4人分,"[['ゆでたけのこ', '150g'], ['米', '3カップ'], ['水（煮汁と水）', '3と1/2カップ'], ['油揚げ', '1枚'], ['人参', '60g'], ['木の芽', '少々'], ['【調味料A】醤油', '大さじ3'], ['【調味料A】砂糖', '大さじ1'], ['【調味料A】酒', '大さじ1と1/2'], ['【茹で用】米ぬかまたは米のとぎ汁', ''], ['【茹で用】唐辛子', '']]","['【たけのこのゆで方 手順1】\nたけのこはなるべく太くてずんぐりした、新鮮なものを選ぶ。皮を付けたまま、根元の硬い部分をそぐように切り落とし、先端の部分は4、5cmのところを斜めに切り落とす。', '【たけのこのゆで方 手順2】\n身まで切り込まないように注意し、縦に1本、包丁目を入れる。', '【たけのこのゆで方 手順3】\nたっぷりのゆで汁に、米ぬかか米のとぎ汁と半分に切った唐辛子、たけのこを入れ、落としぶたをして火にかける。沸騰して50分～1時間で軟らかくゆであがる。根元に竹串を刺してすんなり刺さればよい。\n火を止めそのまま冷ます。', '【たけのこのゆで方 手順4】\nすっかり冷めたら、切れ目を入れておいたところに指を入れ、一気に皮をむき、水洗いする。すぐに使わない場合は、必ず水に浸けておく。', '【たけのこご飯のつくり方 手順1】\n米は洗って、ざるに上げて水気をきっておく。', '【たけのこご飯のつくり方 手順2】\nたけのこ、人参、油揚げは小さめの短冊切りにし、調味料Aの中に10分間浸けて、下味をつける。', '【たけのこご飯のつくり方 手順3】\n釜に米を入れ水積もりをする。「たけのこご飯のつくり方 手順2」を汁ごと加えて炊く。', '【たけのこご飯のつくり方 手順4】\n炊き上がったら、上下を混ぜて器に盛り、木の芽を散らす。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/takenoko_gohan_miyagi.html,"['タケノコ', '米', '人参', '油揚げ']"
角ずし/箱ずし（かくずし/はこずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/shimane_8_1.jpg,島根県,['中国'],['飯料理'],"['春', '秋']",酢飯、人参、ごぼう、しいたけなどの季節の野菜,4人前,"[['米', '4合'], ['【A】 酒', '8個'], ['【A】 出汁昆布', '10cm角'], ['【B】 酢', '大さじ5'], ['【B】 砂糖', '大さじ2'], ['【B】 塩', '小さじ1'], ['ごぼう', '60g'], ['人参', '40g'], ['干ししいたけ', '10g'], ['長天', '1/2枚'], ['【C】 干ししいたけ戻し汁', '1カップ'], ['【C】 しょう油', '大さじ1'], ['【C】 みりん', '小さじ2'], ['金時豆', '16個'], ['錦糸卵', '適宜'], ['青葉', '適宜'], ['桜でんぶ', '適宜']]","['米はといでざるにあげAで炊く。', '干ししいたけは水で戻す。（戻し汁はだし汁に使う）', 'ごぼう、人参はささがきにし、干ししいたけは薄切りにする。長天も細かく切る。（すしの中に入れる具材なので細かく切る）', '3の具材をCで煮て味付けをする。', '米が炊きあがったら、Bの合わせ酢を混ぜてすし飯をつくる。', 'すし飯の中に4の具材と金時豆を1個入れ、丸めて木枠に入れる。', '木枠から押し出したすしの上に、錦糸卵、青葉（人参の葉等）、桜でんぶを飾る。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/kakuzushi_shimane.html,"['酢飯', '人参', 'ゴボウ', 'しいたけ']"
魚ずし（さかなずし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/miyazaki_3_1.jpg,宮崎県,['九州'],"['飯料理', '魚料理']",['通年'],アジ、酢,4人分,"[['魚（アジ）', '適量'], ['米', '3合'], ['塩', '適量'], ['酢', '適量'], ['【調味料A（合わせ酢）】酢', '300g'], ['【調味料A（合わせ酢）】砂糖', '250g'], ['【調味料A（合わせ酢）】塩', '7g']]","['魚をひらいて、塩少々でしめる。それを酢に浸け、一晩おく。', 'ごはんに調味料Aを混ぜて酢めしをつくり、冷ます。', 'おにぎり程度の酢めしを細長くにぎり、魚まるごとのせてにぎる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/sakana_zushi_miyazaki.html,"['アジ', '酢']"
豆腐飯（とうふめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/okayama_26_1.jpg,岡山県,['中国'],['飯料理'],['通年'],米、豆腐、卵、さやえんどう、ごぼう,4人分,"[['米', '2合'], ['豆腐', '2丁'], ['油', '小さじ2'], ['うすくち醤油', '大さじ1'], ['干ししいたけ', '4枚'], ['うすくち醤油', '大さじ2'], ['かんぴょう', '14g'], ['うすくち醤油', '小さじ1'], ['さやえんどう', '4枚'], ['たまご', '1個'], ['ごぼう', '40g'], ['【つゆ】だし汁', '3カップ'], ['【つゆ】醤油', '大さじ1/2'], ['【つゆ】塩', '小さじ1/4']]","['豆腐は生のまま小さくつぶして鍋に入れ、たっぷりの水を加えてゆでる。水と豆腐が分離してきたら火をとめ、熱いうちに布巾で絞り十分水気を切る。鍋に油を熱し、豆腐を炒り、醤油で味をつけ熱いうちに裏ごしにする（フードカッターでも良い）', '卵は錦糸卵にする。', 'さやえんどうは塩ゆで（分量外：塩ひとつまみ）にし、せん切りにする。', '干ししいたけは水でもどして細く切り、醤油を加えて煮る。', 'かんぴょうは水につけて塩もみ（分量外：塩ひとつまみ）にし、水で洗って小さく切り、醤油を加えて煮る。\n※しいたけ、かんぴょうの煮汁はつゆの出し汁に加えるので捨てないでおく。', 'ごぼうはせん切りにして塩ゆで（分量外：塩ひとつまみ）にする。', 'つゆは、煮干しと昆布でだし汁をとり、しいたけの煮汁、かんぴょうの煮汁を加えて醤油と塩で味を調えてつくる。', 'ご飯に1～6の具を盛りつけ、食べる直前につゆをかける。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/41_26_okayama.html,"['米', '豆腐', '卵', 'さやえんどう', 'ゴボウ']"
鉄砲巻き（てっぽうまき）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/chiba_24_1.jpg,千葉県,"['関東', '南関東']",['飯料理'],['通年'],カツオ節、米、海苔,1本分,"[['ごはん', '茶碗大盛1杯'], ['海苔', '全形で1枚'], ['カツオ節', '一握りくらい'], ['醤油', '適量']]","['カツオ節に醤油をかけて混ぜる。', '巻きすの上に海苔をおきごはんを広げる。（巻き終わりを2cmくらい残す。）', '1のカツオ節を巻いたときに芯になるようにごはんにおく。', '端までごはんのおいてあるほうから巻き、軽く押さえ形をととのえる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/teppou_maki_chiba.html,"['カツオ節', '米', '海苔']"
ごんじゅう,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/chiba_19_1.jpg,千葉県,"['関東', '南関東']",['飯料理'],['通年'],米、豚バラ肉、油揚げ、カツオ節,20個分,"[['米', '5合'], ['豚肉（バラ肉）', '400g'], ['油揚げ', '5枚'], ['カツオ節', '50g'], ['砂糖', '大さじ軽く3'], ['醤油', '150cc'], ['みりん', '50cc'], ['酒', '100cc'], ['水', '250cc']]","['米をとぎ、炊く。', 'カツオ節は軽くフライパンでから煎りし、揉んで細かくする。', '油揚げはそのままさっとお湯をかけ、ふちを切り落として、形をととのえて刻む。', '豚肉は約1cm角に刻む。', '2のカツオ節を1/3量残して、米以外の材料を鍋に入れ、酒、醤油、砂糖で煮込み、仕上げにみりんを入れて味をととのえる。', '飯台に1のごはんを入れ、5の具材を加えて、まんべんなくかき混ぜる。', '少し残した2のカツオ節を加え、さらに混ぜてできあがり。', 'おにぎりにする。豪快に握ってください！']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/gonjuu_chiba.html,"['米', '豚バラ肉', '油揚げ', 'カツオ節']"
